trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
0,1,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.873461969109486,0.1307609039244329,0.4696282864913871,0.04993073601828164,0.023996068
0,2,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.877613664393693,0.13630870044016835,0.4741613780598368,0.04872746392711609,0.045099407
0,3,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8767599505592927,0.1362066606547193,0.4741613780598368,0.049859955307036616,0.057052717
0,4,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8777261150599911,0.13716887656015822,0.4768812330009066,0.04999140519934882,0.044891942
0,5,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8778329461723462,0.13822137024066797,0.4768812330009066,0.04993073601828164,0.056755897
0,6,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8753622721537874,0.13377778285995096,0.4641885766092475,0.04936449032832139,0.07055439
0,7,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8774157699222973,0.13764082190270266,0.47053490480507704,0.04983973224668089,0.03394219
0,8,48,4,4,64,0.018431521490388736,0.0012915678892863663,2048,0.8764970736929145,0.12917795284423322,0.46781504986400724,0.049870066837214476,0.047529705
1,1,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8381680580501939,0.09590909058643815,0.42973708068902994,0.049890289897570196,0.029299296
1,2,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.874107388172412,0.129843461787581,0.46600181323662737,0.04990040142774806,0.035484053
1,3,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8728549976962121,0.12642298062947188,0.471441523118767,0.04983973224668089,0.05355349
1,4,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8712285860273632,0.12838210154424984,0.46600181323662737,0.04970828235436869,0.0594796
1,5,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8761348324787593,0.13008025385343586,0.4759746146872167,0.049870066837214476,0.036473617
1,6,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.87950735781582,0.1371102679572601,0.47778785131459656,0.04993073601828164,0.02927976
1,7,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8791254023263725,0.13038824664181586,0.47778785131459656,0.049586943992234345,0.06363042
1,8,32,6,8,64,0.029380304797235857,0.002980377435860175,8192,0.8771867433054039,0.13391383487969571,0.47778785131459656,0.049688059294012966,0.04654216
2,1,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.5750420795041107,0.013721594480168962,0.05893019038984588,0.0489094714703176,0.08646714
2,2,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.6536130876239444,0.018080618528479905,0.09338168631006347,0.04996107060881523,0.02514414
2,3,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.6761979282437232,0.02790780502838891,0.22393472348141433,0.04919259431529773,0.02552902
2,4,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.7909800906354296,0.05362391847591995,0.29465095194922936,0.04960716705259007,0.03691238
2,5,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.8257329889937141,0.0709649976651694,0.3644605621033545,0.049890289897570196,0.03419547
2,6,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.8446977780512892,0.07670412477364599,0.39981867633726204,0.049131925134230564,0.06283327
2,7,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.8520315663820902,0.08842608696682358,0.42339075249320035,0.04962739011294579,0.051100604
2,8,16,3,4,64,0.11162747859142451,0.0005415843848954944,8192,0.8570912000709622,0.09744454624465822,0.43789664551223934,0.04996107060881523,0.04865199
3,1,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8602970960079522,0.10887278497785799,0.4442429737080689,0.04983973224668089,0.023018459
3,2,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8637049566968449,0.1109641347723197,0.43789664551223934,0.04998129366917096,0.03249276
3,3,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8740726532786279,0.12237653902110465,0.457842248413418,0.04962739011294579,0.06549261
3,4,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8695253661485459,0.12585052900594734,0.44786944696282865,0.04950605175081145,0.04545391
3,5,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8753989871840342,0.13550648679071575,0.4696282864913871,0.04982962071650303,0.062008865
3,6,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8740758985022751,0.12949171596578704,0.4696282864913871,0.04998129366917096,0.060785238
3,7,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8749418827656356,0.13332061540666656,0.47506799637352676,0.0495464978715229,0.03852587
3,8,16,6,4,64,0.11252177005798054,0.0024848453462623455,2048,0.8763223449846732,0.1325519471128574,0.485947416137806,0.04997118213899309,0.04417531
4,1,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8130693379343149,0.06301440461648222,0.32184950135992746,0.049738616944902274,0.057481166
4,2,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8603222556585173,0.10766851454816889,0.44152311876699907,0.04970828235436869,0.058588084
4,3,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8640519068572042,0.12174990286716547,0.4587488667271079,0.04982962071650303,0.04318687
4,4,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8705484870744438,0.12607992746852295,0.4669084315503173,0.04999140519934882,0.070009895
4,5,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8722980247286225,0.12566963855666569,0.46600181323662737,0.04992062448810378,0.0714961
4,6,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8745704513347958,0.13025183928410203,0.471441523118767,0.04995095907863737,0.057122163
4,7,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8758364369145804,0.13243528293616658,0.4741613780598368,0.04991051295792592,0.043821253
4,8,16,3,4,128,0.32661957601137764,0.0005634086038531518,1024,0.8762371074437905,0.13468100695371357,0.4796010879419764,0.04981950918632517,0.05698123
5,1,16,6,4,256,0.1690329259936558,0.00038543193073924966,8192,0.4825848464868497,0.01042139927651356,0.04895738893925657,0.049263375026542766,0.3152645
