trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
0,8,16,6,4,128,0.2841072295950326,0.0012876910344255504,2048,0.9213823028292181,0.42304748537378806,0.6690843155031732,0.04945549409992214,0.018171879
1,6,64,2,8,256,0.32981019401520256,0.0008697512322868023,8192,0.9383085918185291,0.4799368848588714,0.71441523118767,0.04945549409992214,0.022013444
2,5,48,4,4,64,0.3926420683449958,0.0020330552150084552,4096,0.9367310235157615,0.46971108540652445,0.7162284678150499,0.04981950918632517,0.023106221
3,8,16,5,8,128,0.22959750726403216,0.0007350898092176605,1024,0.9355960707162101,0.46911738442619694,0.7026291931097008,0.04909147901351912,0.04824799
4,6,64,2,4,192,0.34982219760368793,0.00038446696034566305,8192,0.9393469533780812,0.47506340315068984,0.71441523118767,0.049768951535435854,0.029177764
5,1,16,2,4,64,0.3693458860728598,0.00034949517036535416,4096,0.8089244952056909,0.0908166314393486,0.40616500453309157,0.04992062448810378,0.055117927
6,8,16,3,4,192,0.36792930853899913,0.0017336046231036795,1024,0.939906021073364,0.47714691984334623,0.7307343608340888,0.04919259431529773,0.027870813
7,1,48,6,8,128,0.014581593615832888,0.0004489365967373049,8192,0.762607549484779,0.04434698150445377,0.26473254759746145,0.049890289897570196,0.0420941
8,7,64,4,4,256,0.12864479054811398,0.0004585157282620428,2048,0.9410174184995771,0.48872932620538473,0.7198549410698096,0.049738616944902274,0.022667741
9,8,48,5,8,256,0.3881374094917607,0.0005505955782172681,1024,0.9411737392725534,0.4865658421789747,0.7352674524025385,0.04998129366917096,0.025392031
10,7,32,5,8,256,0.1409310913715122,0.0028217236333566605,1024,0.9417296855027179,0.48672035436896366,0.729827742520399,0.04971839388454655,0.016910171
11,7,48,3,8,192,0.2870306298407291,0.0014095044083799213,1024,0.9409054812019915,0.4840488925824871,0.7280145058930191,0.0498093976561473,0.038566474
12,1,32,3,4,192,0.39799175061660047,0.0006294872697001169,1024,0.7997138721145918,0.04509616870531235,0.26835902085222124,0.049435271039566415,0.027678244
13,8,16,5,8,192,0.28698857866392075,0.0012836809353392869,1024,0.9411833190994218,0.4837728058148013,0.7271078875793291,0.0496779477638351,0.02045605
14,7,48,3,4,256,0.19513892738656125,0.0019152474192405322,1024,0.9430849193164522,0.49026110021641445,0.7280145058930191,0.04916225972476415,0.07665982
15,1,16,4,8,192,0.32578545576043744,0.0005719244132111329,1024,0.7569923500086277,0.03902330328851064,0.2656391659111514,0.04978917459579158,0.021126455
16,7,48,4,8,256,0.24391305824553453,0.0009905837960966233,1024,0.9408941595884198,0.4892353423321986,0.7280145058930191,0.04972850541472441,0.018239902
17,1,32,5,4,64,0.017060591489413857,0.0025461755415564467,4096,0.8493836380645703,0.3179378384146179,0.5113327289211242,0.04992062448810378,0.03245082
18,2,16,3,4,256,0.15826462402644537,0.0016127654910915738,2048,0.9294461702240262,0.4595869810139289,0.6881233000906618,0.04960716705259007,0.015423393
19,3,48,6,8,192,0.06811794627468615,0.0010115001536714129,1024,0.9384499790623487,0.48376677256117984,0.7116953762466002,0.04982962071650303,0.0365789
