trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
0,7,32,2,8,128,0.12317196696319184,0.002314374985051497,2048,0.8704411339541595,0.12357413361588959,0.48711656441717793,0.04974963143714097,0.06801283
1,6,16,5,8,64,0.1547024751770093,0.0005621945298424257,4096,0.8314721103876561,0.07739465650400397,0.41411042944785276,0.04959712266788674,0.036152296
2,8,48,4,4,128,0.39645077998749556,0.0006294979700608649,8192,0.8465476957920991,0.09731783937435415,0.4423312883435583,0.04970514971277515,0.04019752
3,6,48,3,4,64,0.18365674585901687,0.0004981884371593812,1024,0.874674963736284,0.12644593503530266,0.4901840490797546,0.049902140206395204,0.04464729
4,5,48,3,4,256,0.2966160400326338,0.001105747419910868,1024,0.8675038548228793,0.11982408504826449,0.4822085889570552,0.04988307661023842,0.040266834
5,1,32,4,8,256,0.17852278063243793,0.0007544717142026603,4096,0.8108760661969148,0.06288932632814562,0.3496932515337423,0.04983224035382035,0.036126357
6,1,64,4,8,64,0.3731525899984168,0.0012330776841100422,4096,0.8262175614783432,0.07726111587002063,0.39263803680981596,0.049889431142290684,0.037790786
7,1,48,5,8,256,0.36622797629434223,0.0016696433241366836,8192,0.7737927461184335,0.03179042373686117,0.2282208588957055,0.04994026739870876,0.023898454
8,1,32,6,8,256,0.3521933738111603,0.0003762585102938882,2048,0.7359721794688265,0.033760275953877456,0.25398773006134967,0.04990849473844746,0.014273485
9,5,32,3,8,192,0.2460261497431737,0.0017468096598651788,1024,0.8694809388209045,0.11982202985968733,0.49693251533742333,0.04989578567434294,0.047672965
10,1,64,2,4,192,0.035500806685284964,0.0020562010476674764,1024,0.8629381176956017,0.10420389204228012,0.45521472392638035,0.04999110365512684,0.0229905
11,1,16,3,4,192,0.2613883484212012,0.00031310161953920725,1024,0.6014291829896272,0.013740562506341904,0.05889570552147239,0.049864013014081644,0.013127652
12,3,32,3,4,64,0.2382557262634343,0.0028296110468761285,1024,0.8674679263766255,0.11526853565267943,0.48282208588957054,0.0499339128666565,0.026556509
13,2,48,3,4,192,0.11959102793690576,0.0004672771390391143,1024,0.8531901134864847,0.10412135931936939,0.4582822085889571,0.04997204005897006,0.04112614
14,6,32,2,8,64,0.22587463900906746,0.0008919757070998691,1024,0.873879873380296,0.12775441219398248,0.49325153374233127,0.04998474912307458,0.029471675
15,1,32,2,8,192,0.2997761231981873,0.001439239545046999,1024,0.8565176895358089,0.10708280081329904,0.4754601226993865,0.0499656855269178,0.041945517
16,3,32,2,8,64,0.23468884137399382,0.0009105987827211968,1024,0.8695300519465453,0.12035569696914762,0.4754601226993865,0.04983224035382035,0.059792552
17,1,32,2,8,192,0.058393713260128405,0.0008674151392482375,2048,0.8374784140834519,0.07613330635294834,0.4233128834355828,0.04994026739870876,0.029573841
18,1,32,3,8,128,0.2962072102376187,0.0016483930585073235,8192,0.6898148605137331,0.0266275616866642,0.21226993865030674,0.049590768135834476,0.013625289
19,1,16,5,8,64,0.0847603488262327,0.0011475355278008409,1024,0.7176797603553922,0.03554152017170721,0.254601226993865,0.04980682222561131,0.018391987
20,4,64,2,8,192,0.2054243984246466,0.0007442342330476857,1024,0.8690213248739307,0.12773539975240938,0.48773006134969327,0.04995933099486554,0.033550683
21,4,48,3,4,64,0.19962688361654823,0.0004758124357763653,1024,0.870707295283487,0.1179462872564313,0.48588957055214727,0.04997204005897006,0.042917665
22,2,48,3,4,64,0.15713613439071528,0.0006284198431915506,1024,0.8660198220855777,0.10933940218738439,0.4668711656441718,0.049838594885872604,0.045348298
23,1,32,4,4,64,0.24977228038864852,0.0004265613409510864,1024,0.8234199514529346,0.08065470229745414,0.37300613496932516,0.04995297646281328,0.015610965
24,1,32,3,8,64,0.21687456540126476,0.0003034104272175039,1024,0.8129640328807659,0.059594214281913555,0.35276073619631904,0.0499339128666565,0.019081974
25,3,48,2,8,64,0.2741215905330667,0.0020536528569392518,1024,0.8689681183380723,0.1116588340570604,0.4736196319018405,0.049825885821768084,0.057784684
26,1,16,3,4,192,0.3283704601602814,0.0029583840101762553,4096,0.7058187221979476,0.021778278128918128,0.1374233128834356,0.04984494941792486,0.014411186
27,1,64,4,8,128,0.1752406867566155,0.001369342687326383,8192,0.835769448454687,0.07769827343505538,0.42208588957055215,0.04976234050124549,0.031663593
28,2,32,2,4,64,0.12164151589628319,0.0009777638192493229,2048,0.8640662225667444,0.11396278474616017,0.4766871165644172,0.04991484927049972,0.02591011
29,2,32,2,8,128,0.0012499051969278585,0.000761260067071669,2048,0.861515729766936,0.10972834836186225,0.4607361963190184,0.04978140409740227,0.04973334
30,1,48,3,8,192,0.09931884256800852,0.002374400744479537,1024,0.8589154981344965,0.08488688815593631,0.43987730061349695,0.04997839459102232,0.028785184
31,2,64,2,8,192,0.2138280184005237,0.0005467476227955659,1024,0.8670897790899561,0.1157928742799238,0.46503067484662575,0.04958441360378222,0.04151124
32,3,64,2,8,192,0.19128451942247246,0.0007239942955942307,1024,0.8716686911504059,0.12249598572050094,0.48466257668711654,0.04976234050124549,0.030901792
33,2,64,2,8,192,0.144489648645909,0.0006291220538787837,1024,0.8654567774086172,0.11094203424521401,0.4662576687116564,0.04995933099486554,0.037544083
34,3,64,2,8,192,0.21813823360397525,0.0010008085174552683,1024,0.8712366492451128,0.11904493760349252,0.4785276073619632,0.04985765848202938,0.036594365
35,1,16,3,8,64,0.1569101241337495,0.0005588683164034342,4096,0.47928715522180354,0.009573479500025565,0.046625766871165646,0.0498703675461339,0.08216609
36,2,64,4,8,256,0.2710662282828098,0.0008315227159635262,1024,0.8626872891114041,0.10544066570872347,0.46809815950920247,0.04998474912307458,0.06683687
37,1,48,5,4,128,0.1707371069279895,0.0007348379798096866,8192,0.6782892461357428,0.018274020497108405,0.11226993865030675,0.0491459508921763,0.02152493
38,1,32,2,8,64,0.19316016722224846,0.0010511256695953704,4096,0.819879375777553,0.0625543414095699,0.349079754601227,0.049787758629454525,0.037528954
39,1,48,6,8,256,0.28632565829101575,0.0012452788990205787,1024,0.8541237833215286,0.09405342090379201,0.4404907975460123,0.04994026739870876,0.04117632
40,3,64,4,4,192,0.3216061511298377,0.0006748993876051503,1024,0.8666605538407415,0.11028211314947856,0.4754601226993865,0.04999745818717909,0.046825513
41,5,32,2,8,128,0.13439195724326158,0.002275749541292882,2048,0.8711993524303006,0.12214427988348925,0.48773006134969327,0.04971150424482741,0.036829244
42,3,32,2,8,128,0.23447303952649465,0.001814008048642134,2048,0.8693993435105647,0.11848343985834187,0.4766871165644172,0.0499339128666565,0.051184256
43,3,32,3,8,128,0.1372317075317145,0.0026000779688368264,2048,0.870805336356687,0.11239492191338843,0.4840490797546012,0.04989578567434294,0.047625717
44,3,32,2,8,128,0.1826526102281922,0.0020534862599880343,2048,0.8681322868549604,0.11341851725485165,0.47791411042944787,0.049838594885872604,0.041223545
45,1,32,2,8,256,0.2533272910095572,0.0003685101576064409,2048,0.742894373954621,0.029753671258916287,0.21226993865030674,0.049889431142290684,0.012629444
46,1,32,3,8,192,0.10088934869201233,0.0014882833188102078,8192,0.7888473011405723,0.05425392600450513,0.3177914110429448,0.04988307661023842,0.042787097
47,1,32,3,4,128,0.21223878363743226,0.0023788921057926187,1024,0.8550037417667876,0.10296153666272959,0.46134969325153374,0.04999110365512684,0.025312752
48,1,16,2,8,64,0.23731139409128163,0.0017788524378545745,2048,0.8418790854183216,0.07031351543168307,0.3914110429447853,0.04973056784098419,0.056743152
49,1,48,4,8,192,0.16640004317369153,0.000817504458580909,4096,0.797676233395179,0.06976346276972899,0.38834355828220857,0.049864013014081644,0.0297473
50,1,32,2,4,64,0.13893786676864284,0.0004962322082829715,1024,0.8346327435236012,0.08863410150813537,0.4294478527607362,0.049565350007625436,0.032142468
51,1,32,2,8,128,0.05659175436628719,0.00232423895801943,2048,0.8568400183010525,0.09597706379084978,0.4558282208588957,0.04974963143714097,0.04284547
52,1,32,2,8,128,0.12730097963017895,0.0019049645616799286,2048,0.8506574718537113,0.08877352850886194,0.4226993865030675,0.04990849473844746,0.068889365
53,2,32,3,8,128,0.39521877510182424,0.002599813743757975,2048,0.8561608338300004,0.10199998898072321,0.454601226993865,0.04997839459102232,0.060662396
54,2,32,2,8,128,0.07653241674730474,0.0015788143450324475,1024,0.867324836349358,0.1068045197608806,0.46748466257668714,0.049864013014081644,0.06271132
55,3,48,3,8,64,0.10850267909760947,0.0012804196442802133,2048,0.869281681357721,0.11424396948918067,0.4834355828220859,0.049902140206395204,0.047228146
56,1,32,2,4,192,0.22688990347564367,0.002192443945959777,1024,0.8583709342300474,0.08593299054065084,0.4269938650306748,0.04995933099486554,0.073804334
57,1,64,3,8,64,0.20324365336299133,0.002733829269832554,1024,0.8262367790646941,0.08751553667779768,0.4196319018404908,0.049864013014081644,0.021602731
58,1,16,2,4,256,0.15083838590625204,0.0004109302940890752,8192,0.45908316226777107,0.009584541020407912,0.04049079754601227,0.04809109857150119,0.17516428
59,1,32,4,8,128,0.18774564582467962,0.001128937669220487,1024,0.8505965891990732,0.09498745251729968,0.4312883435582822,0.04995933099486554,0.07068781
60,1,48,2,8,192,0.2591442850015807,0.0009030919205048487,2048,0.8547066323069712,0.0974855597656065,0.4392638036809816,0.04959712266788674,0.07071329
61,1,48,3,4,64,0.20242410068738684,0.000496267409331658,1024,0.8537332018140122,0.08920622976972051,0.43190184049079755,0.04999110365512684,0.037163623
62,2,48,3,4,64,0.16455566735269045,0.00038178387046203173,1024,0.8629655532902754,0.11121442581894472,0.4668711656441718,0.04995933099486554,0.06265042
63,2,48,3,4,64,0.24626191272490072,0.0006660509753667053,1024,0.862904179426411,0.10126468349281767,0.46319018404907975,0.04999745818717909,0.049709376
64,2,48,3,4,64,0.2245123443785504,0.0005890448318313725,1024,0.8630841276888248,0.10385738155047392,0.45950920245398774,0.04989578567434294,0.03652821
65,2,64,2,4,64,0.19989537065444105,0.0004522588675920617,1024,0.864390631174227,0.1091114613336603,0.4619631901840491,0.04980682222561131,0.03326644
66,1,32,4,8,192,0.17672058752048397,0.0003485412464139203,1024,0.8424253022808014,0.08568945596736016,0.4208588957055215,0.04992755833460424,0.034052007
67,1,48,2,4,64,0.11270746111029072,0.0007946073794852622,4096,0.8189518226669199,0.06254160756666036,0.3638036809815951,0.04989578567434294,0.030902611
68,1,32,2,8,128,0.2723072819624856,0.0005151543330887513,1024,0.8353787441448641,0.0883737447409016,0.4368098159509202,0.049667022520461596,0.04546112
69,5,64,3,8,192,0.1351929158730297,0.00033046652242227977,1024,0.8689946943166,0.12372041625774158,0.48711656441717793,0.04999745818717909,0.045439556
70,1,64,2,8,192,0.07319786993587676,0.000324351759301779,2048,0.8537647074279878,0.09199461036121523,0.43803680981595094,0.049864013014081644,0.048479944
71,1,64,3,8,192,0.12631471552440549,0.0004456601356691217,1024,0.8619064496707026,0.09942796859485312,0.44539877300613495,0.04995297646281328,0.038720533
