trial,epoch,d_token,n_blocks,n_heads,ffn_hidden,dropout,lr,batch,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
0,1,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9318971045961537,0.476813522333076,0.6885441527446301,0.04996333088872591,0.027511843
0,2,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9363526263723865,0.4780895518922239,0.7040572792362768,0.04973664910994066,0.049513534
0,3,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9356453139039818,0.49191143089273226,0.7052505966587113,0.049223281552103475,0.044258405
0,4,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9367092491925874,0.49449078934722446,0.711217183770883,0.049716647776518436,0.013700988
0,5,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9379789718678143,0.49372287849103075,0.7070405727923628,0.049663310887392495,0.03150205
0,6,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.937624407657408,0.4903698113098494,0.7124105011933174,0.04996333088872591,0.03886599
0,7,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9361380197820667,0.495858738081524,0.7028639618138425,0.049023268217881194,0.045418907
0,8,32,3,4,64,0.2877586499794639,0.002003441423851291,1024,0.9385914192211064,0.4947476910857637,0.7094272076372315,0.049689979331955465,0.05272358
1,1,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9207846732343812,0.4516137924834606,0.6605011933174224,0.04961664110940729,0.009283477
1,2,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9298138133632139,0.4752023483225294,0.6921241050119332,0.04970331355423695,0.018132271
1,3,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9327324029239181,0.4891618849698351,0.6998806682577565,0.04989665977731849,0.028232563
1,4,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9344302348875765,0.49250406385225454,0.7058472553699284,0.049863324221614776,0.030048795
1,5,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9349710963228892,0.4935371125420075,0.7082338902147971,0.049883325555037,0.028657472
1,6,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9359478042370685,0.4928305904615773,0.7052505966587113,0.049769984665644376,0.058125015
1,7,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9372655551738454,0.4952868251396592,0.7088305489260143,0.04945663044202947,0.039574623
1,8,16,4,8,192,0.05368153224032666,0.0026078703146909642,4096,0.9369470872441615,0.4957935232890198,0.711217183770883,0.04990999399959997,0.044511173
2,1,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.8997851050054093,0.2876783889670588,0.5912887828162291,0.04999666644442963,0.02626114
2,2,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9202564100932107,0.4476406723058084,0.6575178997613366,0.04990999399959997,0.016253168
2,3,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9274246007808635,0.4694912509469843,0.6760143198090692,0.049236615774384956,0.023243375
2,4,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9302049233672063,0.4767819549532417,0.6855608591885441,0.04984332288819254,0.046478715
2,5,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9309068536152211,0.4846407569395359,0.6861575178997613,0.04982998866591106,0.03245048
2,6,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9299101185106852,0.47379839327984113,0.6807875894988067,0.04994999666644443,0.017045667
2,7,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.9344509323692384,0.4885547329473892,0.6974940334128878,0.04986999133275552,0.022343844
2,8,64,5,4,192,0.1836926270449314,0.0003265756151717572,4096,0.93551076038323,0.49394790032097835,0.7040572792362768,0.04994999666644443,0.035163186
3,1,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9258976274631514,0.4607799524842366,0.6748210023866349,0.049929995333022205,0.020841395
3,2,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9326556933548952,0.47636840853629736,0.6843675417661098,0.049929995333022205,0.037734646
3,3,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9335558388856792,0.48630859328287,0.6945107398568019,0.049983332222148145,0.037795257
3,4,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9363020780542093,0.49321574870129936,0.7040572792362768,0.04984332288819254,0.03645071
3,5,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9372224735427866,0.494777679333948,0.7100238663484487,0.04993666244416294,0.032294784
3,6,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9373110753127377,0.49742804605451485,0.7004773269689738,0.04970998066537769,0.032590114
3,7,48,4,8,256,0.09361684690608585,0.00037758944702877766,2048,0.9372958236993046,0.49462013268559857,0.7034606205250596,0.04977665177678512,0.038150076
