trial,perf_recall_test,fairness_ratio_test,thr_star,fpr_test,recall_val,fpr_val,fairness_ratio_val
0,0.7073906485671189,47795163584.63727,0.038298431783914566,0.04779516358463727,0.7279236276849642,0.049883325555037,49883325555.037
1,0.7021116138763195,45690737176.80529,0.01603853516280651,0.04569073717680529,0.7267303102625299,0.04866991132742183,48669911327.42183
2,0.7006033182503768,46025437201.90779,0.05407925695180893,0.04602543720190779,0.7237470167064439,0.04955663710914061,49556637109.14061
3,0.6930618401206634,43084260731.31956,0.02846320904791355,0.04308426073131955,0.7285202863961814,0.049489965997733185,49489965997.733185
4,0.7055052790346905,46724123504.30926,0.03661317378282547,0.04672412350430926,0.7309069212410502,0.049836655777051805,49836655777.0518
5,0.6949472096530918,47297297297.2973,0.02149355597794056,0.0472972972972973,0.7303102625298329,0.04990999399959997,49909993999.599976
6,0.6957013574660631,46196970964.77282,0.028832320123910904,0.04619697096477282,0.7326968973747017,0.0499766651110074,49976665111.0074
7,0.713046757164404,47326583549.49377,0.043457768857479095,0.04732658354949377,0.7374701670644391,0.04996333088872591,49963330888.725914
8,0.5467571644042231,42427411932.0559,0.01795979216694832,0.042427411932055896,0.5686157517899761,0.04996333088872591,49963330888.725914
9,0.6923076923076921,48707221153.04159,0.03734029084444046,0.04870722115304159,0.7064439140811456,0.049343289552636845,49343289552.63685
10,0.7104072398190043,46841268513.09514,0.026679091155529022,0.04684126851309514,0.7374701670644391,0.049463297553170214,49463297553.17021
11,0.6957013574660631,43791314534.348595,0.03530903533101082,0.04379131453434859,0.7332935560859188,0.049836655777051805,49836655777.0518
12,0.7247360482654598,55781942933.64572,0.059704482555389404,0.05578194293364572,0.7249403341288783,0.049836655777051805,49836655777.0518
13,0.7051282051282048,48807631160.57234,0.0281785037368536,0.04880763116057234,0.7231503579952268,0.04982332155477032,49823321554.77032
14,0.6217948717948716,46134214710.0661,0.053939227014780045,0.0461342147100661,0.6479713603818615,0.04976331755450363,49763317554.50363
15,0.7205882352941174,50615011296.12585,0.024469995871186256,0.05061501129612585,0.7309069212410502,0.049796653110207346,49796653110.207344
16,0.7055052790346905,43979583298.46875,0.037082549184560776,0.043979583298468745,0.7309069212410502,0.04994332955530369,49943329555.30369
17,0.7115384615384613,48125679859.42599,0.02419225126504898,0.048125679859425986,0.7362768496420048,0.049783318887925865,49783318887.925865
18,0.6730769230769228,38783365408.75241,0.045071471482515335,0.03878336540875241,0.7291169451073986,0.049889992666177746,49889992666.17775
19,0.15912518853695318,51748807631.16057,0.011333281174302101,0.05174880763116057,0.15274463007159905,0.04977665177678512,49776651776.78512
20,0.6432880844645549,40456865534.264915,0.011091039516031742,0.04045686553426491,0.6724343675417661,0.04996333088872591,49963330888.725914
21,0.6711915535444944,40502886787.716515,0.016623137518763542,0.04050288678771651,0.7088305489260143,0.0499766651110074,49976665111.0074
22,0.7156862745098037,49748974981.17313,0.02213849313557148,0.04974897498117312,0.7362768496420048,0.04966997799853323,49669977998.53323
23,0.6674208144796377,47125763534.43227,0.010514470748603344,0.04712576353443226,0.6754176610978521,0.04998999933328888,49989999333.28889
24,0.7138009049773754,47226173541.96301,0.01833518035709858,0.04722617354196301,0.7279236276849642,0.049796653110207346,49796653110.207344
25,0.7028657616892908,47037904777.84286,0.019942842423915863,0.04703790477784286,0.736873508353222,0.049489965997733185,49489965997.733185
26,0.7243589743589741,51623295121.74713,0.04841077700257301,0.05162329512174713,0.733890214797136,0.04886992466164411,48869924661.64411
27,0.6870286576168927,42481800686.135056,0.028088510036468506,0.04248180068613505,0.7165871121718377,0.049929995333022205,49929995333.02221
28,0.5908748114630465,44711739603.38047,0.03276123106479645,0.04471173960338047,0.6097852028639618,0.049796653110207346,49796653110.207344
29,0.6248114630467569,41544640615.848045,0.03139890730381012,0.04154464061584805,0.6640811455847255,0.04985665711047403,49856657110.47403
30,0.7051282051282048,47326583549.49377,0.027753081172704697,0.04732658354949377,0.7362768496420048,0.049929995333022205,49929995333.02221
31,0.6934389140271491,46088193456.61451,0.03620556369423866,0.04608819345661451,0.7130071599045346,0.04987665844389626,49876658443.896255
32,0.7285067873303165,54279976570.998245,0.022020014002919197,0.05427997657099824,0.7291169451073986,0.049929995333022205,49929995333.02221
33,0.6926847662141777,44883273366.2455,0.028382517397403717,0.0448832733662455,0.7183770883054893,0.049689979331955465,49689979331.95547
34,0.6165158371040722,57534934315.12007,0.028100227937102318,0.05753493431512007,0.5990453460620525,0.049983332222148145,49983332222.14815
35,0.6489441930618399,50924608819.345665,0.016982508823275566,0.050924608819345664,0.6467780429594272,0.049423294886325755,49423294886.32576
36,0.6184012066365006,48138231110.36733,0.006094285752624273,0.04813823111036733,0.6181384248210023,0.04992332822188146,49923328221.88146
37,0.7104072398190043,49757342481.80069,0.037700265645980835,0.049757342481800686,0.7303102625298329,0.04994999666644443,49949996666.444435
38,0.5467571644042231,34607982595.5987,0.016510505229234695,0.0346079825955987,0.5966587112171837,0.049543302886859125,49543302886.85912
39,0.6953242835595774,44209689565.72672,0.02878870628774166,0.04420968956572672,0.7177804295942721,0.04967664510967398,49676645109.67398
40,0.7100301659125187,52719437703.95783,0.023022567853331566,0.05271943770395783,0.7136038186157518,0.04990332688845923,49903326888.45923
41,0.7220965309200601,52305246422.893486,0.016868993639945984,0.052305246422893484,0.7326968973747017,0.04986999133275552,49869991332.75552
42,0.7266214177978881,53924357794.326836,0.02713051624596119,0.05392435779432683,0.7350835322195705,0.04996999799986666,49969997999.86666
43,0.6802413273001506,42368839427.66296,0.03684394061565399,0.04236883942766296,0.7118138424821002,0.04953663577571838,49536635775.71838
44,0.680995475113122,38804284160.32131,0.023860475048422813,0.03880428416032131,0.7237470167064439,0.049983332222148145,49983332222.14815
45,0.687782805429864,56593590494.51929,0.015796033665537834,0.056593590494519286,0.668854415274463,0.04994332955530369,49943329555.30369
46,0.6595022624434387,38804284160.32131,0.033253107219934464,0.03880428416032131,0.711217183770883,0.04994999666644443,49949996666.444435
47,0.46568627450980377,43385490753.911804,0.030633017420768738,0.04338549075391181,0.49940334128878283,0.0499766651110074,49976665111.0074
48,0.7168174962292607,53472512760.43845,0.03233115002512932,0.053472512760438455,0.7303102625298329,0.049396626441762785,49396626441.76279
49,0.6689291101055804,53526901514.51761,0.0309761893004179,0.05352690151451761,0.668854415274463,0.049883325555037,49883325555.037
50,0.7017345399698338,44561124592.08435,0.028780169785022736,0.04456112459208435,0.7374701670644391,0.049956663777585175,49956663777.585175
51,0.6802413273001506,47749142331.18568,0.015513972379267216,0.04774914233118568,0.7016706443914081,0.049809987332488835,49809987332.48884
52,0.7081447963800902,48431093632.33202,0.017265697941184044,0.04843109363233202,0.7219570405727923,0.04982332155477032,49823321554.77032
53,0.6983408748114628,49351518701.3639,0.039538171142339706,0.0493515187013639,0.720763723150358,0.049716647776518436,49716647776.51844
54,0.6383861236802411,45004602125.34516,0.04745366796851158,0.04500460212534516,0.6503579952267303,0.04958330555370358,49583305553.703575
55,0.6726998491704371,48874571165.592834,0.023403791710734367,0.04887457116559284,0.6861575178997613,0.049716647776518436,49716647776.51844
56,0.6738310708898941,49824282486.82118,0.03605872765183449,0.049824282486821185,0.6718377088305489,0.049783318887925865,49783318887.925865
57,0.6783559577677223,47598527319.88955,0.02765766903758049,0.04759852731988955,0.6885441527446301,0.049916661110740716,49916661110.740715
58,0.6346153846153844,46054723454.10426,0.01106248889118433,0.04605472345410426,0.6682577565632458,0.04973664910994066,49736649109.94067
59,0.3623680241327299,38105597857.91984,0.05067615583539009,0.03810559785791984,0.42601431980906923,0.04965664377625175,49656643776.251755
60,0.711915535444947,51556355116.72663,0.04301569610834122,0.05155635511672663,0.720763723150358,0.04966997799853323,49669977998.53323
61,0.6862745098039214,43255794494.18459,0.0228898786008358,0.04325579449418459,0.7118138424821002,0.049983332222148145,49983332222.14815
62,0.6919306184012064,45950129696.25973,0.03351173922419548,0.04595012969625973,0.7201670644391408,0.04962997533168878,49629975331.68878
63,0.6972096530920058,52137896410.34223,0.03864237666130066,0.05213789641034223,0.7088305489260143,0.049956663777585175,49956663777.585175
64,0.7081447963800902,53229855242.23914,0.033266812562942505,0.053229855242239145,0.7136038186157518,0.04990332688845923,49903326888.45923
65,0.6851432880844643,43410593255.794495,0.030618946999311447,0.043410593255794494,0.704653937947494,0.04994999666644443,49949996666.444435
66,0.6391402714932124,43720190779.01431,0.028632521629333496,0.04372019077901431,0.6640811455847255,0.049196613107540504,49196613107.540504
67,0.6783559577677223,46130030959.75232,0.01856701634824276,0.04613003095975232,0.6998806682577565,0.04984332288819254,49843322888.19254
68,0.6527149321266966,48832733662.455025,0.04409588873386383,0.048832733662455025,0.6700477326968973,0.049783318887925865,49783318887.925865
69,0.6583710407239817,43393858254.53937,0.023040860891342163,0.04339385825453937,0.6748210023866349,0.04955663710914061,49556637109.14061
70,0.6794871794871793,44339385825.45393,0.03888712450861931,0.044339385825453936,0.7040572792362768,0.04987665844389626,49876658443.896255
71,0.6987179487179485,49761526232.11447,0.03854136914014816,0.04976152623211447,0.7058472553699284,0.04970331355423695,49703313554.236946
72,0.7183257918552034,49456112459.208435,0.01865357719361782,0.04945611245920843,0.7303102625298329,0.04986999133275552,49869991332.75552
73,0.6968325791855201,49485398711.4049,0.013713995926082134,0.0494853987114049,0.7100238663484487,0.049929995333022205,49929995333.02221
74,0.68552036199095,45213789641.034225,0.024604978039860725,0.04521378964103422,0.7076372315035799,0.04969664644309621,49696646443.096214
75,0.6617647058823527,43565392017.404396,0.024897603318095207,0.0435653920174044,0.6843675417661098,0.04970998066537769,49709980665.37769
76,0.5550527903469078,44862354614.6766,0.012918179854750633,0.044862354614676594,0.5733890214797136,0.04985665711047403,49856657110.47403
77,0.6994720965309198,45448079658.60598,0.038606222718954086,0.04544807965860598,0.7279236276849642,0.04996333088872591,49963330888.725914
78,0.7217194570135744,53648230273.61727,0.029471969231963158,0.05364823027361727,0.7350835322195705,0.04996999799986666,49969997999.86666
79,0.6176470588235292,48196803614.76028,0.00879555195569992,0.048196803614760274,0.6443914081145584,0.04960330688712581,49603306887.12581
80,0.5867269984917042,49431009957.325745,0.02603115886449814,0.049431009957325744,0.5894988066825776,0.049863324221614776,49863324221.61478
81,0.6904223227752637,48824366161.82746,0.019676877185702324,0.04882436616182746,0.7201670644391408,0.04994999666644443,49949996666.444435
82,0.7039969834087478,46263910969.79332,0.02094857208430767,0.04626391096979332,0.7386634844868735,0.04993666244416294,49936662444.16294
83,0.7179487179487177,52748723956.1543,0.0538826547563076,0.0527487239561543,0.727326968973747,0.049516634442296155,49516634442.29616
84,0.7017345399698338,48602627395.19706,0.03109242208302021,0.04860262739519706,0.7213603818615751,0.04957663844256284,49576638442.56284
85,0.7104072398190043,49665299974.8975,0.015718817710876465,0.0496652999748975,0.7255369928400954,0.049743316221081406,49743316221.081406
86,0.6595022624434387,44293364572.00234,0.02722575142979622,0.04429336457200234,0.681980906921241,0.04974998333222215,49749983332.22215
87,0.662518853695324,42071793155.38448,0.045477818697690964,0.042071793155384486,0.6992840095465394,0.04960330688712581,49603306887.12581
88,0.6881598793363497,45063174629.7381,0.06273781508207321,0.0450631746297381,0.714200477326969,0.049663310887392495,49663310887.392494
89,0.7055052790346905,48418542381.39068,0.020579945296049118,0.04841854238139068,0.7124105011933174,0.04984332288819254,49843322888.19254
90,0.5260180995475111,76868044515.10335,0.02995484322309494,0.07686804451510335,0.4337708830548926,0.04958997266484432,49589972664.84432
91,0.714177978883861,51271860095.3895,0.02728641778230667,0.051271860095389504,0.7362768496420048,0.04999666644442963,49996666444.42963
92,0.7179487179487177,50594092544.556946,0.05355632305145264,0.05059409254455694,0.7309069212410502,0.04967664510967398,49676645109.67398
93,0.7024886877828052,49000083675.00627,0.01984328404068947,0.04900008367500627,0.7100238663484487,0.049609973998266554,49609973998.266556
94,0.6923076923076921,53393021504.476616,0.042880430817604065,0.05339302150447661,0.6921241050119332,0.049836655777051805,49836655777.0518
95,0.7017345399698338,46058907204.418045,0.04697379469871521,0.04605890720441804,0.7285202863961814,0.0497899859990666,49789985999.066605
96,0.6941930618401204,46075642205.673164,0.03262367844581604,0.046075642205673166,0.711217183770883,0.04990999399959997,49909993999.599976
97,0.679864253393665,42511086938.33152,0.016615135595202446,0.04251108693833152,0.7136038186157518,0.049809987332488835,49809987332.48884
98,0.6655354449472094,47175968538.19764,0.011669634841382504,0.04717596853819764,0.684964200477327,0.049369957997199815,49369957997.199814
99,0.7006033182503768,45192870889.46532,0.02793450839817524,0.04519287088946532,0.7315035799522673,0.04984998999933329,49849989999.33329
